Clock cycle: 20, Requests in queue: 0, Servers: 10
Clock cycle: 2446, Requests in queue: 133, Servers: 10
Clock cycle: 2447, Requests in queue: 133, Servers: 10
Clock cycle: 2448, Requests in queue: 133, Servers: 10
Clock cycle: 2449, Requests in queue: 133, Servers: 10
Clock cycle: 2450, Requests in queue: 133, Servers: 10
Clock cycle: 2451, Requests in queue: 133, Servers: 10
Clock cycle: 2452, Requests in queue: 133, Servers: 10
Clock cycle: 2453, Requests in queue: 133, Servers: 10
Clock cycle: 2454, Requests in queue: 133, Servers: 10
Clock cycle: 2455, Requests in queue: 133, Servers: 10
Clock cycle: 2456, Requests in queue: 133, Servers: 10
Clock cycle: 2457, Requests in queue: 133, Servers: 10
Clock cycle: 2459, Requests in queue: 134, Servers: 10
Clock cycle: 2460, Requests in queue: 134, Servers: 10
Clock cycle: 2461, Requests in queue: 134, Servers: 10
Clock cycle: 2463, Requests in queue: 135, Servers: 10
Clock cycle: 2464, Requests in queue: 135, Servers: 10
Clock cycle: 2465, Requests in queue: 135, Servers: 10
Clock cycle: 2466, Requests in queue: 135, Servers: 10
Clock cycle: 2468, Requests in queue: 136, Servers: 10
Clock cycle: 2470, Requests in queue: 135, Servers: 10
Clock cycle: 2471, Requests in queue: 135, Servers: 10
Clock cycle: 2472, Requests in queue: 135, Servers: 10
Clock cycle: 2473, Requests in queue: 135, Servers: 10
Clock cycle: 2474, Requests in queue: 135, Servers: 10
Clock cycle: 2475, Requests in queue: 135, Servers: 10
Clock cycle: 2477, Requests in queue: 136, Servers: 10
Clock cycle: 2478, Requests in queue: 136, Servers: 10
Clock cycle: 2480, Requests in queue: 137, Servers: 10
Clock cycle: 2481, Requests in queue: 137, Servers: 10
Clock cycle: 2483, Requests in queue: 138, Servers: 10
Clock cycle: 2485, Requests in queue: 137, Servers: 10
Clock cycle: 2486, Requests in queue: 137, Servers: 10
Clock cycle: 2487, Requests in queue: 137, Servers: 10
Clock cycle: 2488, Requests in queue: 137, Servers: 10
Clock cycle: 2490, Requests in queue: 138, Servers: 10
Clock cycle: 2492, Requests in queue: 137, Servers: 10
Clock cycle: 2493, Requests in queue: 137, Servers: 10
Clock cycle: 2494, Requests in queue: 137, Servers: 10
Clock cycle: 2495, Requests in queue: 137, Servers: 10
Clock cycle: 2496, Requests in queue: 137, Servers: 10
Clock cycle: 2498, Requests in queue: 138, Servers: 10
Clock cycle: 2499, Requests in queue: 138, Servers: 10
Clock cycle: 2501, Requests in queue: 137, Servers: 10
Clock cycle: 2502, Requests in queue: 137, Servers: 10
Clock cycle: 2503, Requests in queue: 137, Servers: 10
Clock cycle: 2504, Requests in queue: 137, Servers: 10
Clock cycle: 2505, Requests in queue: 137, Servers: 10
Clock cycle: 2506, Requests in queue: 137, Servers: 10
Clock cycle: 2507, Requests in queue: 137, Servers: 10
Clock cycle: 2508, Requests in queue: 137, Servers: 10
Clock cycle: 2509, Requests in queue: 137, Servers: 10
Clock cycle: 2510, Requests in queue: 137, Servers: 10
Clock cycle: 2511, Requests in queue: 137, Servers: 10
Clock cycle: 2512, Requests in queue: 137, Servers: 10
Clock cycle: 2513, Requests in queue: 137, Servers: 10
Clock cycle: 2514, Requests in queue: 137, Servers: 10
Clock cycle: 2515, Requests in queue: 137, Servers: 10
Clock cycle: 2517, Requests in queue: 138, Servers: 10
Clock cycle: 2519, Requests in queue: 137, Servers: 10
Clock cycle: 2520, Requests in queue: 137, Servers: 10
Clock cycle: 2521, Requests in queue: 137, Servers: 10
Clock cycle: 2523, Requests in queue: 138, Servers: 10
Clock cycle: 2524, Requests in queue: 138, Servers: 10
Clock cycle: 2526, Requests in queue: 137, Servers: 10
Clock cycle: 2527, Requests in queue: 137, Servers: 10
Clock cycle: 2528, Requests in queue: 137, Servers: 10
Clock cycle: 2529, Requests in queue: 137, Servers: 10
Clock cycle: 2530, Requests in queue: 137, Servers: 10
Clock cycle: 2531, Requests in queue: 137, Servers: 10
Clock cycle: 2532, Requests in queue: 137, Servers: 10
Clock cycle: 2533, Requests in queue: 137, Servers: 10
Clock cycle: 2534, Requests in queue: 137, Servers: 10
Clock cycle: 2535, Requests in queue: 137, Servers: 10
Clock cycle: 2536, Requests in queue: 137, Servers: 10
Clock cycle: 2538, Requests in queue: 138, Servers: 10
Clock cycle: 2540, Requests in queue: 139, Servers: 10
Clock cycle: 2541, Requests in queue: 139, Servers: 10
Clock cycle: 2542, Requests in queue: 139, Servers: 10
Clock cycle: 2543, Requests in queue: 139, Servers: 10
Clock cycle: 2544, Requests in queue: 139, Servers: 10
Clock cycle: 2545, Requests in queue: 139, Servers: 10
Clock cycle: 2546, Requests in queue: 139, Servers: 10
Clock cycle: 2547, Requests in queue: 139, Servers: 10
Clock cycle: 2548, Requests in queue: 139, Servers: 10
Clock cycle: 2549, Requests in queue: 139, Servers: 10
Clock cycle: 2550, Requests in queue: 139, Servers: 10
Clock cycle: 2551, Requests in queue: 139, Servers: 10
Clock cycle: 2552, Requests in queue: 139, Servers: 10
Clock cycle: 2553, Requests in queue: 139, Servers: 10
Clock cycle: 2554, Requests in queue: 139, Servers: 10
Clock cycle: 2555, Requests in queue: 139, Servers: 10
Clock cycle: 2556, Requests in queue: 139, Servers: 10
Clock cycle: 2557, Requests in queue: 139, Servers: 10
Clock cycle: 2558, Requests in queue: 139, Servers: 10
Clock cycle: 2560, Requests in queue: 140, Servers: 10
Clock cycle: 2561, Requests in queue: 140, Servers: 10
Clock cycle: 2562, Requests in queue: 140, Servers: 10
Clock cycle: 2563, Requests in queue: 140, Servers: 10
Clock cycle: 2564, Requests in queue: 140, Servers: 10
Clock cycle: 2565, Requests in queue: 140, Servers: 10
Clock cycle: 2566, Requests in queue: 140, Servers: 10
Clock cycle: 2567, Requests in queue: 140, Servers: 10
Clock cycle: 2568, Requests in queue: 140, Servers: 10
Clock cycle: 2569, Requests in queue: 140, Servers: 10
Clock cycle: 2570, Requests in queue: 140, Servers: 10
Clock cycle: 2571, Requests in queue: 140, Servers: 10
Clock cycle: 2572, Requests in queue: 140, Servers: 10
Clock cycle: 2574, Requests in queue: 139, Servers: 10
Clock cycle: 2575, Requests in queue: 139, Servers: 10
Clock cycle: 2576, Requests in queue: 139, Servers: 10
Clock cycle: 2577, Requests in queue: 139, Servers: 10
Clock cycle: 2578, Requests in queue: 139, Servers: 10
Clock cycle: 2579, Requests in queue: 139, Servers: 10
Clock cycle: 2580, Requests in queue: 139, Servers: 10
Clock cycle: 2581, Requests in queue: 139, Servers: 10
Clock cycle: 2582, Requests in queue: 139, Servers: 10
Clock cycle: 2583, Requests in queue: 139, Servers: 10
Clock cycle: 2584, Requests in queue: 139, Servers: 10
Clock cycle: 2585, Requests in queue: 139, Servers: 10
Clock cycle: 2586, Requests in queue: 139, Servers: 10
Clock cycle: 2587, Requests in queue: 139, Servers: 10
Clock cycle: 2588, Requests in queue: 139, Servers: 10
Clock cycle: 2589, Requests in queue: 139, Servers: 10
Clock cycle: 2590, Requests in queue: 139, Servers: 10
Clock cycle: 2592, Requests in queue: 138, Servers: 10
Clock cycle: 2593, Requests in queue: 138, Servers: 10
Clock cycle: 2594, Requests in queue: 138, Servers: 10
Clock cycle: 2595, Requests in queue: 138, Servers: 10
Clock cycle: 2596, Requests in queue: 138, Servers: 10
Clock cycle: 2597, Requests in queue: 138, Servers: 10
Clock cycle: 2598, Requests in queue: 138, Servers: 10
Clock cycle: 2599, Requests in queue: 138, Servers: 10
Clock cycle: 2600, Requests in queue: 138, Servers: 10
Clock cycle: 2601, Requests in queue: 138, Servers: 10
Clock cycle: 2602, Requests in queue: 138, Servers: 10
Clock cycle: 2603, Requests in queue: 138, Servers: 10
Clock cycle: 2604, Requests in queue: 138, Servers: 10
Clock cycle: 2605, Requests in queue: 138, Servers: 10
Clock cycle: 2606, Requests in queue: 138, Servers: 10
Clock cycle: 2607, Requests in queue: 138, Servers: 10
Clock cycle: 2608, Requests in queue: 138, Servers: 10
Clock cycle: 2609, Requests in queue: 138, Servers: 10
Clock cycle: 2610, Requests in queue: 138, Servers: 10
Clock cycle: 2611, Requests in queue: 138, Servers: 10
Clock cycle: 2612, Requests in queue: 138, Servers: 10
Clock cycle: 2613, Requests in queue: 138, Servers: 10
Clock cycle: 2614, Requests in queue: 138, Servers: 10
Clock cycle: 2615, Requests in queue: 138, Servers: 10
Clock cycle: 2616, Requests in queue: 138, Servers: 10
Clock cycle: 2617, Requests in queue: 138, Servers: 10
Clock cycle: 2618, Requests in queue: 138, Servers: 10
Clock cycle: 2619, Requests in queue: 138, Servers: 10
Clock cycle: 2621, Requests in queue: 139, Servers: 10
Clock cycle: 2622, Requests in queue: 139, Servers: 10
Clock cycle: 2623, Requests in queue: 139, Servers: 10
Clock cycle: 2625, Requests in queue: 140, Servers: 10
Clock cycle: 2626, Requests in queue: 140, Servers: 10
Clock cycle: 2627, Requests in queue: 140, Servers: 10
Clock cycle: 2629, Requests in queue: 141, Servers: 10
Clock cycle: 2630, Requests in queue: 141, Servers: 10
Clock cycle: 2631, Requests in queue: 141, Servers: 10
Clock cycle: 2633, Requests in queue: 142, Servers: 10
Clock cycle: 2634, Requests in queue: 142, Servers: 10
Clock cycle: 2635, Requests in queue: 142, Servers: 10
Clock cycle: 2636, Requests in queue: 142, Servers: 10
Clock cycle: 2637, Requests in queue: 142, Servers: 10
Clock cycle: 2638, Requests in queue: 142, Servers: 10
Clock cycle: 2639, Requests in queue: 142, Servers: 10
Clock cycle: 2640, Requests in queue: 142, Servers: 10
Clock cycle: 2642, Requests in queue: 143, Servers: 10
Clock cycle: 2643, Requests in queue: 143, Servers: 10
Clock cycle: 2645, Requests in queue: 144, Servers: 10
Clock cycle: 2646, Requests in queue: 144, Servers: 10
Clock cycle: 2647, Requests in queue: 144, Servers: 10
Clock cycle: 2650, Requests in queue: 144, Servers: 10
Clock cycle: 2651, Requests in queue: 144, Servers: 10
Clock cycle: 2653, Requests in queue: 145, Servers: 10
Clock cycle: 2654, Requests in queue: 145, Servers: 10
Clock cycle: 2656, Requests in queue: 146, Servers: 10
Clock cycle: 2657, Requests in queue: 146, Servers: 10
Clock cycle: 2658, Requests in queue: 146, Servers: 10
Clock cycle: 2659, Requests in queue: 146, Servers: 10
Clock cycle: 2660, Requests in queue: 146, Servers: 10
Clock cycle: 2662, Requests in queue: 147, Servers: 10
Clock cycle: 2663, Requests in queue: 147, Servers: 10
Clock cycle: 2664, Requests in queue: 147, Servers: 10
Clock cycle: 2665, Requests in queue: 147, Servers: 10
Clock cycle: 2666, Requests in queue: 147, Servers: 10
Clock cycle: 2667, Requests in queue: 147, Servers: 10
Clock cycle: 2668, Requests in queue: 147, Servers: 10
Clock cycle: 2670, Requests in queue: 146, Servers: 10
Clock cycle: 2671, Requests in queue: 146, Servers: 10
Clock cycle: 2672, Requests in queue: 146, Servers: 10
Clock cycle: 2673, Requests in queue: 146, Servers: 10
Clock cycle: 2674, Requests in queue: 146, Servers: 10
Clock cycle: 2676, Requests in queue: 147, Servers: 10
Clock cycle: 2677, Requests in queue: 147, Servers: 10
Clock cycle: 2678, Requests in queue: 147, Servers: 10
Clock cycle: 2679, Requests in queue: 147, Servers: 10
Clock cycle: 2680, Requests in queue: 147, Servers: 10
Clock cycle: 2682, Requests in queue: 148, Servers: 10
Clock cycle: 2683, Requests in queue: 148, Servers: 10
Clock cycle: 2684, Requests in queue: 148, Servers: 10
Clock cycle: 2685, Requests in queue: 148, Servers: 10
Clock cycle: 2686, Requests in queue: 148, Servers: 10
Clock cycle: 2687, Requests in queue: 148, Servers: 10
Clock cycle: 2688, Requests in queue: 148, Servers: 10
Clock cycle: 2689, Requests in queue: 148, Servers: 10
Clock cycle: 2690, Requests in queue: 148, Servers: 10
Clock cycle: 2691, Requests in queue: 148, Servers: 10
Clock cycle: 2692, Requests in queue: 148, Servers: 10
Clock cycle: 2693, Requests in queue: 148, Servers: 10
Clock cycle: 2694, Requests in queue: 148, Servers: 10
Clock cycle: 2695, Requests in queue: 148, Servers: 10
Clock cycle: 2696, Requests in queue: 148, Servers: 10
Clock cycle: 2697, Requests in queue: 148, Servers: 10
Clock cycle: 2698, Requests in queue: 148, Servers: 10
Clock cycle: 2700, Requests in queue: 147, Servers: 10
Clock cycle: 2701, Requests in queue: 147, Servers: 10
Clock cycle: 2702, Requests in queue: 147, Servers: 10
Clock cycle: 2703, Requests in queue: 147, Servers: 10
Clock cycle: 2704, Requests in queue: 147, Servers: 10
Clock cycle: 2705, Requests in queue: 147, Servers: 10
Clock cycle: 2706, Requests in queue: 147, Servers: 10
Clock cycle: 2707, Requests in queue: 147, Servers: 10
Clock cycle: 2708, Requests in queue: 147, Servers: 10
Clock cycle: 2709, Requests in queue: 147, Servers: 10
Clock cycle: 2710, Requests in queue: 147, Servers: 10
Clock cycle: 2711, Requests in queue: 147, Servers: 10
Clock cycle: 2712, Requests in queue: 147, Servers: 10
Clock cycle: 2713, Requests in queue: 147, Servers: 10
Clock cycle: 2714, Requests in queue: 147, Servers: 10
Clock cycle: 2716, Requests in queue: 148, Servers: 10
Clock cycle: 2717, Requests in queue: 148, Servers: 10
Clock cycle: 2718, Requests in queue: 148, Servers: 10
Clock cycle: 2719, Requests in queue: 148, Servers: 10
Clock cycle: 2721, Requests in queue: 149, Servers: 10
Clock cycle: 2722, Requests in queue: 149, Servers: 10
Clock cycle: 2723, Requests in queue: 149, Servers: 10
Clock cycle: 2725, Requests in queue: 150, Servers: 10
Clock cycle: 2726, Requests in queue: 150, Servers: 10
Clock cycle: 2728, Requests in queue: 149, Servers: 10
Clock cycle: 2729, Requests in queue: 149, Servers: 10
Clock cycle: 2730, Requests in queue: 149, Servers: 10
Clock cycle: 2731, Requests in queue: 149, Servers: 10
Clock cycle: 2732, Requests in queue: 149, Servers: 10
Clock cycle: 2733, Requests in queue: 149, Servers: 10
Clock cycle: 2734, Requests in queue: 149, Servers: 10
Clock cycle: 2736, Requests in queue: 150, Servers: 10
Clock cycle: 2737, Requests in queue: 150, Servers: 10
Clock cycle: 2738, Requests in queue: 150, Servers: 10
Clock cycle: 2739, Requests in queue: 150, Servers: 10
Clock cycle: 2740, Requests in queue: 150, Servers: 10
Clock cycle: 2741, Requests in queue: 150, Servers: 10
Clock cycle: 2742, Requests in queue: 150, Servers: 10
Clock cycle: 2743, Requests in queue: 150, Servers: 10
Clock cycle: 2745, Requests in queue: 151, Servers: 10
Clock cycle: 2746, Requests in queue: 151, Servers: 10
Clock cycle: 2747, Requests in queue: 151, Servers: 10
Clock cycle: 2748, Requests in queue: 151, Servers: 10
Clock cycle: 2749, Requests in queue: 151, Servers: 10
Clock cycle: 2750, Requests in queue: 151, Servers: 10
Clock cycle: 2751, Requests in queue: 151, Servers: 10
Clock cycle: 2752, Requests in queue: 151, Servers: 10
Clock cycle: 2753, Requests in queue: 151, Servers: 10
Clock cycle: 2754, Requests in queue: 151, Servers: 10
Clock cycle: 2755, Requests in queue: 151, Servers: 10
Clock cycle: 2756, Requests in queue: 151, Servers: 10
Clock cycle: 2757, Requests in queue: 151, Servers: 10
Clock cycle: 2758, Requests in queue: 151, Servers: 10
Clock cycle: 2759, Requests in queue: 151, Servers: 10
Clock cycle: 2760, Requests in queue: 151, Servers: 10
Clock cycle: 2761, Requests in queue: 151, Servers: 10
Clock cycle: 2762, Requests in queue: 151, Servers: 10
Clock cycle: 2763, Requests in queue: 151, Servers: 10
Clock cycle: 2764, Requests in queue: 151, Servers: 10
Clock cycle: 2765, Requests in queue: 151, Servers: 10
Clock cycle: 2766, Requests in queue: 151, Servers: 10
Clock cycle: 2767, Requests in queue: 151, Servers: 10
Clock cycle: 2768, Requests in queue: 151, Servers: 10
Clock cycle: 2769, Requests in queue: 151, Servers: 10
Clock cycle: 2770, Requests in queue: 151, Servers: 10
Clock cycle: 2771, Requests in queue: 151, Servers: 10
Clock cycle: 2772, Requests in queue: 151, Servers: 10
Clock cycle: 2773, Requests in queue: 151, Servers: 10
Clock cycle: 2774, Requests in queue: 151, Servers: 10
Clock cycle: 2775, Requests in queue: 151, Servers: 10
Clock cycle: 2776, Requests in queue: 151, Servers: 10
Clock cycle: 2777, Requests in queue: 151, Servers: 10
Clock cycle: 2778, Requests in queue: 151, Servers: 10
Clock cycle: 2780, Requests in queue: 150, Servers: 10
Clock cycle: 2781, Requests in queue: 150, Servers: 10
Clock cycle: 2782, Requests in queue: 150, Servers: 10
Clock cycle: 2783, Requests in queue: 150, Servers: 10
Clock cycle: 2784, Requests in queue: 150, Servers: 10
Clock cycle: 2785, Requests in queue: 150, Servers: 10
Clock cycle: 2786, Requests in queue: 150, Servers: 10
Clock cycle: 2787, Requests in queue: 150, Servers: 10
Clock cycle: 2788, Requests in queue: 150, Servers: 10
Clock cycle: 2789, Requests in queue: 150, Servers: 10
Clock cycle: 2790, Requests in queue: 150, Servers: 10
Clock cycle: 2792, Requests in queue: 151, Servers: 10
Clock cycle: 2793, Requests in queue: 151, Servers: 10
Clock cycle: 2794, Requests in queue: 151, Servers: 10
Clock cycle: 2795, Requests in queue: 151, Servers: 10
Clock cycle: 2796, Requests in queue: 151, Servers: 10
Clock cycle: 2797, Requests in queue: 151, Servers: 10
Clock cycle: 2798, Requests in queue: 151, Servers: 10
Clock cycle: 2799, Requests in queue: 151, Servers: 10
Clock cycle: 2800, Requests in queue: 151, Servers: 10
Clock cycle: 2801, Requests in queue: 151, Servers: 10
Clock cycle: 2804, Requests in queue: 151, Servers: 10
Clock cycle: 2805, Requests in queue: 151, Servers: 10
Clock cycle: 2806, Requests in queue: 151, Servers: 10
Clock cycle: 2807, Requests in queue: 151, Servers: 10
Clock cycle: 2808, Requests in queue: 151, Servers: 10
Clock cycle: 2809, Requests in queue: 151, Servers: 10
Clock cycle: 2810, Requests in queue: 151, Servers: 10
Clock cycle: 2811, Requests in queue: 151, Servers: 10
